"","date","adType","category","placement","keywords","body","ageMean","clickThroughRate","clickPerDollar"
"1016","3/26/2013","Link Post","General","desktopfeed","#Sears","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,0.0214246659571347,133.904162232092
"1017","3/26/2013","Link Post","Cosmetics","desktopfeed","#Dillard's","Check out a sneak peak of what's new in our stores!",52,0.0343495443688275,214.684652305172
"1018","3/26/2013","Link Post","Retailer","desktopfeed","#Bebe stores","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.026059069328966,162.869183306038
"1019","3/26/2013","Link Post","Department","desktopfeed","#Bebe stores","Check out a sneak peak of what's new in our stores!",44.5,0.0186382020521133,116.488762825708
"1020","3/26/2013","Link Post","Department","mobile","#Bebe stores","Check out a sneak peak of what's new in our stores!",44.5,0.0317704875428773,198.565547142983
"1021","3/26/2013","Link Post","Department","desktopfeed","#Shopping","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0227113293036902,141.945808148064
"1022","3/26/2013","Link Post","Retailer","desktopfeed","#Old Navy","Click """"Like"""" to become a fan of Retail Store X!",52,0.0284543063022207,177.83941438888
"1023","3/26/2013","Link Post","Department","desktopfeed","#Bebe stores","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0245103984101614,153.189990063509
"1024","3/26/2013","Link Post","Department","desktopfeed","#Bebe stores","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0244602329506246,152.876455941404
"1025","3/26/2013","Link Post","Department","desktopfeed","#Bebe stores","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,0.0248685782613685,155.428614133553
"1026","3/26/2013","Link Post","Retailer","mobile","#Zappos.com","Click """"Like"""" to become a fan of Retail Store X!",27,0.0214263635575996,133.914772234998
"1027","3/26/2013","Link Post","Retailer","mobile","#Zappos.com","Click """"Like"""" to become a fan of Retail Store X!",27,0.0250245237531058,156.403273456911
"1028","3/26/2013","Link Post","General","desktopfeed","#Zappos.com","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0114240562798744,71.4003517492147
"1029","3/26/2013","Link Post","Retailer","desktopfeed","#Macy's","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0229769010724531,143.605631702832
"1030","3/26/2013","Link Post","eCom","mobile","#Macy's","Check out a sneak peak of what's new in our stores!",44.5,0.0272371694533752,170.232309083595
"1031","3/26/2013","Link Post","High End","mobile","#Nordstrom","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.0240186224206459,150.116390129037
"1032","3/26/2013","Link Post","Retailer","mobile","#Fashion","What's your favorite Spring fashion trend? """"Like"""" us and share!",52,0.0319555916374499,199.722447734062
"1033","3/26/2013","Link Post","High End","desktopfeed","#Fashion","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0238979336916707,149.362085572942
"1034","3/26/2013","Link Post","High End","mobile","#Fashion","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0290220510218398,181.387818886498
"1035","3/26/2013","Link Post","eCom","desktopfeed","#Bebe stores","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0164707324468196,102.942077792623
"1036","3/26/2013","Link Post","Retailer","desktopfeed","#Bebe stores","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0151432912889619,94.6455705560118
"1037","3/26/2013","Link Post","eCom","mobile","#Bebe stores","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0211348575990954,132.092859994346
"1038","3/26/2013","Link Post","Cosmetics","desktopfeed","#Old Navy","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,0.0257525479318151,160.953424573844
"1039","3/26/2013","Link Post","Cosmetics","desktopfeed","#Old Navy","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0273127395349727,170.704622093579
"1040","3/26/2013","Link Post","Cosmetics","desktopfeed","#Urban Outfitters","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0297865315191507,186.165821994692
"1041","3/26/2013","Link Post","Cosmetics","desktopfeed","#Urban Outfitters","Check out a sneak peak of what's new in our stores!",44.5,0.0255259366937151,159.537104335719
"1042","3/26/2013","Link Post","Cosmetics","desktopfeed","#Urban Outfitters","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.0307213613624392,192.008508515245
"1043","3/26/2013","Link Post","High End","desktopfeed","#Ann Taylor (clothing retailer)","Click """"Like"""" to become a fan of Retail Store X!",52,0.0221908319366382,138.692699603989
"1044","3/26/2013","Link Post","High End","desktopfeed","#Ann Taylor (clothing retailer)","Click """"Like"""" to become a fan of Retail Store X!",52,0.0264010074478257,165.006296548911
"1045","3/26/2013","Link Post","General","desktopfeed","#Ann Taylor (clothing retailer)","Click """"Like"""" to become a fan of Retail Store X!",52,0.0269894978334907,168.684361459317
"1046","3/26/2013","Link Post","Cosmetics","desktopfeed","#Dillard's","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0256663883326859,160.414927079287
"1047","3/26/2013","Link Post","High End","desktopfeed","#Dillard's","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.0133328437029768,83.3302731436048
"1048","3/26/2013","Link Post","Retailer","mobile","#Anthropologie","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0284352756876727,177.720473047955
"1049","3/26/2013","Link Post","Department","desktopfeed","#Anthropologie","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0218913566175926,136.820978859954
"1050","3/26/2013","Link Post","Department","mobile","#Anthropologie","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.031313699703414,195.710623146338
"1051","3/26/2013","Link Post","Department","mobile","#Old Navy","Check out a sneak peak of what's new in our stores!",27,0.0233880346525238,146.175216578274
"1052","3/26/2013","Link Post","Retailer","mobile","#Old Navy","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0199290310349046,124.556443968154
"1053","3/26/2013","Link Post","Department","desktopfeed","#Old Navy","Check out a sneak peak of what's new in our stores!",27,0.0109438943646143,68.3993397788393
"1054","3/26/2013","Link Post","Department","mobile","#Kmart","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0152533176620057,95.3332353875359
"1055","3/26/2013","Link Post","Department","mobile","#Kmart","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.017131860270871,107.074126692944
"1056","3/26/2013","Link Post","Retailer","mobile","#Kmart","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0224352104145535,140.220065090959
"1057","3/26/2013","Link Post","Retailer","mobile","#Gap (clothing retailer)","Check out a sneak peak of what's new in our stores!",52,0.0317770476120435,198.606547575272
"1058","3/26/2013","Link Post","General","desktopfeed","#Gap (clothing retailer)","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0215936764248525,134.960477655328
"1059","3/26/2013","Link Post","Retailer","desktopfeed","#Burlington Coat Factory","Check out a sneak peak of what's new in our stores!",52,0.0263830358893591,164.893974308495
"1060","3/26/2013","Link Post","eCom","desktopfeed","#Burlington Coat Factory","What's your favorite Spring fashion trend? """"Like"""" us and share!",52,0.0200163184715488,125.10199044718
"1061","3/26/2013","Link Post","High End","mobile","#Burlington Coat Factory","Check out a sneak peak of what's new in our stores!",52,0.0284585317693176,177.865823558235
"1062","3/26/2013","Link Post","High End","desktopfeed","#Nordstrom","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0210759217193664,131.72451074604
"1063","3/26/2013","Link Post","Retailer","mobile","#Nordstrom","Check out a sneak peak of what's new in our stores!",52,0.033494585094076,209.341156837975
"1064","3/26/2013","Link Post","High End","desktopfeed","#Nordstrom","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0265093446301616,165.68340393851
"1065","3/26/2013","Link Post","High End","desktopfeed","#Nordstrom","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0230488682490635,144.055426556647
"1066","3/26/2013","Link Post","eCom","mobile","#Ann Taylor (clothing retailer)","Click """"Like"""" to become a fan of Retail Store X!",52,0.0310453597211931,194.033498257457
"1067","3/26/2013","Link Post","Retailer","mobile","#Ann Taylor (clothing retailer)","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0323282854108483,202.051783817802
"1068","3/26/2013","Link Post","eCom","mobile","#Burlington Coat Factory","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.022893084198732,143.081776242075
"1069","3/26/2013","Link Post","Cosmetics","desktopfeed","#Burlington Coat Factory","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0183051998871487,114.407499294679
"1070","3/26/2013","Link Post","Cosmetics","desktopfeed","#Fashion","Check out a sneak peak of what's new in our stores!",27,0.016656003695092,104.100023094325
"1071","3/26/2013","Link Post","Cosmetics","desktopfeed","#Fashion","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0249437850394819,155.898656496762
"1072","3/26/2013","Link Post","Cosmetics","mobile","#Old Navy","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,0.0309944880050831,193.715550031769
"1073","3/26/2013","Link Post","High End","mobile","#Old Navy","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,0.0227253214555227,142.033259097017
"1074","3/26/2013","Link Post","General","desktopfeed","#Banana Republic (clothing retailer)","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0205847418124264,128.654636327665
"1075","3/26/2013","Link Post","Cosmetics","desktopfeed","#Banana Republic (clothing retailer)","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,0.0242221261084526,151.388288177829
"1076","3/26/2013","Link Post","High End","mobile","#Banana Republic (clothing retailer)","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.0329953504369784,206.220940231115
"1077","3/26/2013","Link Post","Retailer","mobile","#Banana Republic (clothing retailer)","Check out a sneak peak of what's new in our stores!",44.5,0.0289522346113251,180.951466320782
"1078","3/26/2013","Link Post","Department","desktopfeed","#Kate Spade","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0137086242862058,85.6789017887862
"1079","3/26/2013","Link Post","Department","mobile","#Kate Spade","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0200713413476043,125.445883422527
"1080","3/26/2013","Link Post","Retailer","mobile","#Ann Taylor (clothing retailer)","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0329563546779616,205.97721673726
"1081","3/26/2013","Link Post","Department","mobile","#Ann Taylor (clothing retailer)","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.0308737569174142,192.960980733839
"1082","3/26/2013","Link Post","Department","desktopfeed","#Gap (clothing retailer)","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0284235026334562,177.646891459102
"1083","3/26/2013","Link Post","Department","mobile","#Kmart","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0186073150785018,116.295719240637
"1084","3/26/2013","Link Post","Retailer","desktopfeed","#Kmart","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0126951685722617,79.3448035766356
"1085","3/26/2013","Link Post","Retailer","desktopfeed","#Macy's","Check out a sneak peak of what's new in our stores!",27,0.012720915192799,79.5057199549939
"1086","3/26/2013","Link Post","General","desktopfeed","#Macy's","Check out a sneak peak of what's new in our stores!",27,0.0157817122805155,98.6357017532219
"1087","3/26/2013","Link Post","Retailer","mobile","#Macy's","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0230760999403023,144.225624626889
"1088","3/26/2013","Link Post","High End","desktopfeed","#Urban Outfitters","Check out a sneak peak of what's new in our stores!",27,0.013510996464037,84.4437279002311
"1089","3/26/2013","Link Post","High End","mobile","#Amazon.com, #EBay","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.019931277104491,124.570481903069
"1090","3/26/2013","Link Post","Retailer","desktopfeed","#Bebe stores","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0165867356787677,103.667097992298
"1091","3/26/2013","Link Post","High End","desktopfeed","#Bebe stores","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0182180092554295,113.862557846435
"1092","3/26/2013","Link Post","High End","desktopfeed","#Amazon.com, #EBay","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0197218037305687,123.261273316055
"1093","3/26/2013","Link Post","eCom","desktopfeed","#Shopping","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.0188775206041358,117.984503775849
"1094","3/26/2013","Link Post","Retailer","desktopfeed","#Shopping","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0196167646640627,122.604779150392
"1095","3/26/2013","Link Post","eCom","desktopfeed","#Amazon.com, #EBay","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0225941356669732,141.213347918583
"1096","3/26/2013","Link Post","Cosmetics","mobile","#Amazon.com, #EBay","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0366914770542925,229.321731589328
"1097","3/26/2013","Link Post","Cosmetics","mobile","#Amazon.com, #EBay","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0374909024579585,234.318140362241
"1098","3/26/2013","Link Post","Cosmetics","desktopfeed","#Kmart","Check out a sneak peak of what's new in our stores!",44.5,0.0274351143983446,171.469464989654
"1099","3/26/2013","Link Post","Cosmetics","desktopfeed","#Kmart","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0279114375165361,174.446484478351
"1100","3/26/2013","Link Post","Cosmetics","desktopfeed","#American Eagle Outfitters","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0273712516713409,171.070322945881
"1101","3/26/2013","Link Post","High End","mobile","#American Eagle Outfitters","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.0269999333799268,168.749583624542
"1102","3/26/2013","Link Post","General","mobile","#Nordstrom","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.026600737755552,166.2546109722
"1103","3/26/2013","Link Post","Cosmetics","desktopfeed","#Kohl's","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.023635922714336,147.7245169646
"1104","3/26/2013","Link Post","Retailer","desktopfeed","#Shopping","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0307721202921908,192.325751826193
"1105","3/26/2013","Link Post","Department","desktopfeed","#Shopping","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0210728057053352,131.705035658345
"1106","3/26/2013","Link Post","Department","desktopfeed","#Shopping","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0249156047142377,155.722529463986
"1107","3/26/2013","Link Post","Department","desktopfeed","#Gap (clothing retailer)","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0134065098433662,83.7906865210385
"1108","3/26/2013","Link Post","Retailer","mobile","#Gap (clothing retailer)","Click """"Like"""" to become a fan of Retail Store X!",27,0.0224433364236993,140.270852648121
"1109","3/26/2013","Link Post","Department","desktopfeed","#Shopping","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0153683263443921,96.0520396524503
"1110","3/26/2013","Link Post","Department","desktopfeed","#Shopping","Check out a sneak peak of what's new in our stores!",27,0.0150843741939368,94.2773387121049
"1111","3/26/2013","Link Post","Department","desktopfeed","#Ann Taylor (clothing retailer)","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0161820059468756,101.137537167972
"1112","3/26/2013","Link Post","Retailer","mobile","#Ann Taylor (clothing retailer)","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.022215603607885,138.847522549281
"1113","3/26/2013","Link Post","Retailer","mobile","#Ann Taylor (clothing retailer)","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0180969992735855,113.106245459909
"1114","3/26/2013","Link Post","General","desktopfeed","#Banana Republic (clothing retailer)","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.026830000280205,167.687501751281
"1115","3/26/2013","Link Post","eCom","mobile","#Banana Republic (clothing retailer)","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.028274124309379,176.713276933618
"1116","3/26/2013","Link Post","High End","desktopfeed","#Bebe stores","Check out a sneak peak of what's new in our stores!",27,0.0152182185039656,95.1138656497852
"1117","3/26/2013","Link Post","Retailer","desktopfeed","#Talbots","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0258883169493854,161.801980933659
"1118","3/26/2013","Link Post","High End","mobile","#Talbots","Check out a sneak peak of what's new in our stores!",52,0.0281762805799741,176.101753624838
"1119","3/26/2013","Link Post","High End","desktopfeed","#Old Navy","What's your favorite Spring fashion trend? """"Like"""" us and share!",52,0.0267754423710135,167.346514818834
"1120","3/26/2013","Link Post","eCom","desktopfeed","#Old Navy","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0251772196974379,157.357623108987
"1121","3/26/2013","Link Post","eCom","mobile","#Kohl's","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0314152627783477,196.345392364673
"1122","3/26/2013","Link Post","Cosmetics","desktopfeed","#Kohl's","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0317729411197025,198.580881998141
"1123","3/26/2013","Link Post","Cosmetics","mobile","#Kohl's","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0383882605054074,239.926628158796
"1124","3/26/2013","Link Post","Cosmetics","desktopfeed","#Macy's","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0225474613343006,140.921633339378
"1125","3/26/2013","Link Post","Cosmetics","mobile","#Ann Taylor (clothing retailer)","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0348931319336734,218.082074585459
"1126","3/26/2013","Link Post","Cosmetics","desktopfeed","#Ann Taylor (clothing retailer)","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0289895546085201,181.184716303251
"1127","3/26/2013","Link Post","High End","desktopfeed","#Sears","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.0172609742349231,107.88108896827
"1128","3/26/2013","Link Post","High End","desktopfeed","#Sears","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,0.0189391681999065,118.369801249416
"1129","3/26/2013","Link Post","General","desktopfeed","#Sears","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0192739657786643,120.462286116652
"1130","3/26/2013","Link Post","Cosmetics","desktopfeed","#Old Navy","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0233280685659374,145.800428537109
"1131","3/26/2013","Link Post","High End","mobile","#Old Navy","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0192359560719825,120.224725449891
"1132","3/26/2013","Link Post","Retailer","desktopfeed","#Ann Taylor (clothing retailer)","Click """"Like"""" to become a fan of Retail Store X!",34.5,0.0178107540507334,111.317212817084
"1133","3/26/2013","Link Post","Department","desktopfeed","#Ann Taylor (clothing retailer)","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0168326176237689,105.203860148556
"1134","3/26/2013","Link Post","Department","desktopfeed","#Ann Taylor (clothing retailer)","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0190487243030917,119.054526894323
"1135","3/26/2013","Link Post","Retailer","desktopfeed","#Macy's","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0183459837000739,114.662398125462
"1136","3/26/2013","Link Post","Department","desktopfeed","#Macy's","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0260787963656777,162.992477285485
"1137","3/26/2013","Link Post","Department","desktopfeed","#Macy's","Click """"Like"""" to become a fan of Retail Store X!",52,0.0254238445492325,158.899028432703
"1138","3/26/2013","Link Post","Retailer","mobile","#Urban Outfitters","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0320486455374385,200.304034608991
"1139","3/26/2013","Link Post","Retailer","desktopfeed","#Urban Outfitters","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0257791320405661,161.119575253538
"1140","3/26/2013","Link Post","General","desktopfeed","#Old Navy","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.020300667090453,126.879169315331
"1141","3/26/2013","Link Post","Retailer","desktopfeed","#Old Navy","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0224155452278245,140.097157673903
"1142","3/26/2013","Link Post","eCom","desktopfeed","#Old Navy","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0256378107025822,160.236316891139
"1143","3/26/2013","Link Post","High End","mobile","#Burlington Coat Factory","Check out a sneak peak of what's new in our stores!",52,0.0306528045728798,191.580028580499
"1144","3/26/2013","Link Post","High End","desktopfeed","#Burlington Coat Factory","What's your favorite Spring fashion trend? """"Like"""" us and share!",52,0.0243312669272962,152.070418295601
"1145","3/26/2013","Link Post","Retailer","desktopfeed","#Burlington Coat Factory","What's your favorite Spring fashion trend? """"Like"""" us and share!",52,0.0267657287591855,167.28580474491
"1146","3/26/2013","Link Post","High End","desktopfeed","#Shopping","Check out a sneak peak of what's new in our stores!",34.5,0.0194705097646436,121.690686029023
"1147","3/26/2013","Link Post","High End","desktopfeed","#Shopping","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0145382561100849,90.8641006880308
"1148","3/26/2013","Link Post","eCom","mobile","#Shopping","Click """"Like"""" to become a fan of Retail Store X!",34.5,0.0264631812496661,165.394882810413
"1149","3/26/2013","Link Post","Retailer","desktopfeed","#Kmart","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0177640605717954,111.025378573721
"1150","3/26/2013","Link Post","Cosmetics","desktopfeed","#Talbots","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0226820096384999,141.762560240624
"1151","3/26/2013","Link Post","Cosmetics","desktopfeed","#Talbots","Check out a sneak peak of what's new in our stores!",27,0.0209688036896003,131.055023060002
"1152","3/26/2013","Link Post","Cosmetics","desktopfeed","#Old Navy","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.0243393222788186,152.120764242616
"1153","3/26/2013","Link Post","Cosmetics","desktopfeed","#Zappos.com","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.0215970681284063,134.98167580254
"1154","3/26/2013","Link Post","Cosmetics","desktopfeed","#Zappos.com","Click """"Like"""" to become a fan of Retail Store X!",27,0.0221315624725168,138.32226545323
"1155","3/26/2013","Link Post","High End","desktopfeed","#Banana Republic (clothing retailer)","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0127530122374846,79.7063264842787
"1156","3/26/2013","Link Post","General","mobile","#Banana Republic (clothing retailer)","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0200463737878152,125.289836173845
"1157","3/26/2013","Link Post","Cosmetics","mobile","#Banana Republic (clothing retailer)","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.0299414184603148,187.133865376968
"1158","3/26/2013","Link Post","High End","desktopfeed","#Old Navy","What's your favorite Spring fashion trend? """"Like"""" us and share!",52,0.021094942437338,131.843390233362
"1159","3/26/2013","Link Post","Retailer","mobile","#Sears","Check out a sneak peak of what's new in our stores!",52,0.035238812723424,220.2425795214
"1160","3/26/2013","Link Post","Department","desktopfeed","#Sears","Check out a sneak peak of what's new in our stores!",52,0.0253888326917347,158.680204323342
"1161","3/26/2013","Link Post","Department","desktopfeed","#Sears","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0268422275662061,167.763922288788
"1162","3/26/2013","Link Post","Department","desktopfeed","#Anthropologie","Check out a sneak peak of what's new in our stores!",27,0.014676035773971,91.7252235873186
"1163","3/26/2013","Link Post","Retailer","desktopfeed","#Anthropologie","Check out a sneak peak of what's new in our stores!",27,0.016997592197814,106.234951236337
"1164","3/26/2013","Link Post","Department","desktopfeed","#Anthropologie","Check out a sneak peak of what's new in our stores!",27,0.0139998028628918,87.4987678930739
"1165","3/26/2013","Link Post","Department","desktopfeed","#Burlington Coat Factory","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0243041113836955,151.900696148097
"1166","3/26/2013","Link Post","Retailer","desktopfeed","#Burlington Coat Factory","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0244102521128193,152.564075705121
"1167","3/26/2013","Link Post","Retailer","desktopfeed","#Anthropologie","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0241829634613128,151.143521633205
"1168","3/26/2013","Link Post","General","desktopfeed","#Anthropologie","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,0.017365564436156,108.534777725975
"1169","3/26/2013","Link Post","Retailer","mobile","#Anthropologie","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.0234752005058777,146.720003161736
"1170","3/26/2013","Link Post","eCom","desktopfeed","#Shopping","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0239824546492941,149.890341558088
"1171","3/26/2013","Link Post","High End","desktopfeed","#Shopping","What's your favorite Spring fashion trend? """"Like"""" us and share!",52,0.0241468267907897,150.917667442436
"1172","3/26/2013","Link Post","High End","desktopfeed","#Shopping","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0213932587263682,133.707867039801
"1173","3/26/2013","Link Post","Retailer","desktopfeed","#Kate Spade","Check out a sneak peak of what's new in our stores!",52,0.0266331244967329,166.457028104581
"1174","3/26/2013","Link Post","High End","desktopfeed","#Kate Spade","What's your favorite Spring fashion trend? """"Like"""" us and share!",52,0.0229288401701576,143.305251063485
"1175","3/26/2013","Link Post","High End","desktopfeed","#Amazon.com, #EBay","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,0.0218600344610226,136.625215381391
"1176","3/26/2013","Link Post","eCom","mobile","#Kate Spade","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0214594449508861,134.121530943038
"1177","3/26/2013","Link Post","Retailer","mobile","#Kate Spade","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.0298144626781665,186.340391738541
"1178","3/26/2013","Link Post","eCom","desktopfeed","#Kate Spade","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0207337053578279,129.585658486425
"1179","3/26/2013","Link Post","Cosmetics","mobile","#Shopping","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.038688935672242,241.805847951513
"1180","3/26/2013","Link Post","Cosmetics","desktopfeed","#Shopping","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0316427454393316,197.767158995823
"1181","3/26/2013","Link Post","Cosmetics","desktopfeed","#American Eagle Outfitters","Click """"Like"""" to become a fan of Retail Store X!",34.5,0.0256737650517648,160.46103157353
"1182","3/26/2013","Link Post","Cosmetics","desktopfeed","#American Eagle Outfitters","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.023376756937404,146.104730858775
"1183","3/26/2013","Link Post","High End","desktopfeed","#American Eagle Outfitters","Check out a sneak peak of what's new in our stores!",34.5,0.0173604054461872,108.50253403867
"1184","3/26/2013","Link Post","High End","mobile","#Fashion","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0229926437538545,143.70402346159
"1185","3/26/2013","Link Post","General","mobile","#Fashion","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,0.0247979531529409,154.987207205881
"1186","3/26/2013","Link Post","Cosmetics","mobile","#Kohl's","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,0.0284877062334784,178.04816395924
"1187","3/26/2013","Link Post","High End","mobile","#Kohl's","Check out a sneak peak of what's new in our stores!",44.5,0.0252843425093022,158.027140683138
"1188","3/26/2013","Link Post","Retailer","mobile","#Kohl's","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0314496798267795,196.560498917372
